,Unnamed: 0,drug_name,to_be_split,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,symptom8,symptom9,symptom10,symptom11,symptom12,symptom13,symptom14,symptom15
84,84.0,benzoyl peroxide / erythromycin,benzoyl peroxide cause rare serious allergic reaction severe skin irritation reactions may occur minutes apply medicine within day longer afterward stop using medicine get emergency medical help signs allergic reaction : itching difficult breathing feeling light headed swelling face lips tongue throat medicine stop using medicine,benzoyl peroxide,cause rare,serious allergic,reaction severe,skin irritation,reactions may,occur minutes,apply medicine,within day,longer afterward,stop using,medicine get,emergency medical,help signs,allergic reaction
85,85.0,benzoyl peroxide / sulfur,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat bad skin irritation benzoyl peroxide / topical side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
86,86.0,Beyaz,difficult breathing swelling face lips tongue throat stop using nausea breast tenderness headache breakthrough bleeding,difficult breathing,swelling face,lips tongue,throat stop,using nausea,breast tenderness,headache breakthrough,bleeding,,,,,,,
87,87.0,Brodspec,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
88,88.0,Cleeravue-M,along needed effects medicine may cause unwanted effects although side effects may occur occur may need medical attention side effects may go away treatment body adjusts medicine also health care professional may able tell ways prevent reduce side effects check health care professional following side effects continue bothersome questions : common burning darkening dryness flushing itching peeling redness stinging skin especially used face raised dark red wart like spots skin especially used face,along needed,effects medicine,may cause,unwanted effects,although side,effects may,occur occur,may need,medical attention,side effects,may go,away treatment,body adjusts,medicine also,health care
89,89.0,clindamycin / tretinoin,difficult breathing swelling face lips tongue throat medicine stop using medicine,difficult breathing,swelling face,lips tongue,throat medicine,stop using,medicine,,,,,,,,,
90,90.0,drospirenone / ethinyl estradiol,difficult breathing swelling face lips tongue throat birth control pills stop using birth control pills,difficult breathing,swelling face,lips tongue,throat birth,control pills,stop using,birth control,pills,,,,,,,
91,91.0,Dynacin,along needed effects medicine may cause unwanted effects although side effects may occur occur may need medical attention side effects may go away treatment body adjusts medicine also health care professional may able tell ways prevent reduce side effects check health care professional following side effects continue bothersome questions : less common continuing ringing buzzing unexplained noise ears difficulty moving hearing loss welts muscle stiffness redness skin sleepiness unusual drowsiness,along needed,effects medicine,may cause,unwanted effects,although side,effects may,occur occur,may need,medical attention,side effects,may go,away treatment,body adjusts,medicine also,health care
92,92.0,Estarylla,difficult breathing swelling face lips tongue throat birth control pills stop using birth control pills,difficult breathing,swelling face,lips tongue,throat birth,control pills,stop using,birth control,pills,,,,,,,
93,93.0,ethinyl estradiol / norgestimate,difficult breathing swelling face lips tongue throat birth control pills stop using birth control pills,difficult breathing,swelling face,lips tongue,throat birth,control pills,stop using,birth control,pills,,,,,,,
94,94.0,Gianvi,difficult breathing swelling face lips tongue throat birth control pills stop using birth control pills,difficult breathing,swelling face,lips tongue,throat birth,control pills,stop using,birth control,pills,,,,,,,
95,95.0,Loryna,difficult breathing swelling face lips tongue throat birth control pills stop using birth control pills,difficult breathing,swelling face,lips tongue,throat birth,control pills,stop using,birth control,pills,,,,,,,
96,96.0,magnesium hydroxide,difficult breathing swelling face lips tongue throat magnesium hydroxide stop using magnesium hydroxide,difficult breathing,swelling face,lips tongue,throat magnesium,hydroxide stop,using magnesium,hydroxide,,,,,,,,
97,97.0,minocycline,itching severe rash swollen glands unusual tiredness fever nausea stomach pain lower back pain painful urination blood pus urine chest pain cough mucus difficult breathing jaundice yellowing skin eyes swelling face lips tongue throat signs allergic reaction occurred taken mouth pill form known whether arestin powder would cause effects used dentistry call dentist : tooth pain pain swelling gums fever swollen glands rash itching joint pain swelling muscle aches general ill feeling severe skin rea,itching severe,rash swollen,glands unusual,tiredness fever,nausea stomach,pain lower,back pain,painful urination,blood pus,urine chest,pain cough,mucus difficult,breathing jaundice,yellowing skin,eyes swelling
98,98.0,Minolira,along needed effects medicine may cause unwanted effects although side effects may occur occur may need medical attention side effects may go away treatment body adjusts medicine also health care professional may able tell ways prevent reduce side effects check health care professional following side effects continue bothersome questions : less common continuing ringing buzzing unexplained noise ears difficulty moving hearing loss welts muscle stiffness redness skin sleepiness unusual drowsiness,along needed,effects medicine,may cause,unwanted effects,although side,effects may,occur occur,may need,medical attention,side effects,may go,away treatment,body adjusts,medicine also,health care
99,99.0,Ocella,difficult breathing swelling face lips tongue throat birth control pills stop using birth control pills,difficult breathing,swelling face,lips tongue,throat birth,control pills,stop using,birth control,pills,,,,,,,
100,100.0,PanOxyl,cause rare serious allergic reaction severe skin irritation reactions may occur minutes apply medicine within day longer afterward stop using medicine get emergency medical help signs allergic reaction : itching difficult breathing feeling light headed swelling face lips tongue throat stop using benzoyl peroxide,cause rare,serious allergic,reaction severe,skin irritation,reactions may,occur minutes,apply medicine,within day,longer afterward,stop using,medicine get,emergency medical,help signs,allergic reaction,: itching
